id,time,antenna,rssi,phase,channel,channelNum,epc
374,2845511,3,-61.0,2.705942109830271,920.625,0,FFFF
375,2854968,0,-45.5,4.963961829597935,920.625,0,FFFF
376,2859248,0,-46.0,5.037592907416446,920.625,0,FFFF
377,2868729,1,-51.0,4.338097668140593,920.625,0,FFFF
378,2871316,1,-51.0,4.338097668140593,920.625,0,FFFF
379,2882189,2,-66.0,2.9697868053466014,920.625,0,FFFF
380,2884520,2,-66.0,3.055689729468197,920.625,0,FFFF
381,2894260,3,-61.0,2.730485802436441,920.625,0,FFFF
382,2896838,3,-60.5,2.5893595699509624,920.625,0,FFFF
383,2906279,0,-46.0,5.221670601962723,920.625,0,FFFF
384,2910324,0,-46.0,5.209398755659637,920.625,0,FFFF
385,2919641,1,-51.5,4.589670517353838,920.625,0,FFFF
386,2922435,1,-52.0,4.632621979414637,920.625,0,FFFF
387,2931730,2,-66.0,2.8777479580734626,920.625,0,FFFF
388,2934591,2,-66.5,3.0802334220743677,920.625,0,FFFF
389,2943904,3,-60.5,2.675262494072558,920.625,0,FFFF
390,2946753,3,-61.0,2.6691265709210157,920.625,0,FFFF
391,2956190,0,-46.5,5.442563835418255,920.625,0,FFFF
392,2958573,0,-46.5,5.436427912266712,920.625,0,FFFF
393,2968065,1,-52.5,4.841243366567084,920.625,0,FFFF
394,2970918,1,-52.5,4.859651136021711,920.625,0,FFFF
395,2980419,2,-66.5,2.8777479580734626,920.625,0,FFFF
396,2982980,2,-66.5,2.816388726558037,920.625,0,FFFF
397,2992204,3,-60.5,2.5954954931025047,920.625,0,FFFF
398,2995093,3,-60.5,2.6568547246179306,920.625,0,FFFF
399,3004589,0,-46.0,5.724816300389213,920.625,0,FFFF
400,3007173,0,-46.0,5.730952223540755,920.625,0,FFFF
401,3016447,1,-52.0,5.123495831538041,920.625,0,FFFF
402,3019050,1,-52.0,5.1296317546895835,920.625,0,FFFF
403,3028778,2,-66.0,2.7550294950426117,920.625,0,FFFF
404,3031098,2,-66.0,2.5464081078901644,920.625,0,FFFF
405,3040824,3,-61.0,2.4175537217077703,920.625,0,FFFF
406,3043130,3,-61.0,2.411417798556228,920.625,0,FFFF
407,3052628,0,-46.0,6.043884304269426,920.625,0,FFFF
408,3059665,0,-46.0,6.056156150572511,920.625,0,FFFF
409,3069125,1,-52.5,5.448699758569798,920.625,0,FFFF
410,3073159,1,-52.5,5.47937937432751,920.625,0,FFFF
411,3082460,2,-66.0,2.454369260617026,920.625,0,FFFF
412,3085302,2,-65.5,2.411417798556228,920.625,0,FFFF
413,3096253,3,-61.0,2.2027964114037806,920.625,0,FFFF
414,3098571,3,-61.0,2.1966604882522383,920.625,0,FFFF
415,3108253,0,-46.0,0.11658253987930856,920.625,0,FFFF
416,3110821,0,-46.0,0.10431069357622391,920.625,0,FFFF
417,3120451,1,-52.0,5.810719224510809,920.625,0,FFFF
418,3123067,1,-52.0,5.822991070813893,920.625,0,FFFF
419,3132460,2,-66.0,2.1843886419491527,920.625,0,FFFF
420,3135263,2,-66.0,2.2027964114037806,920.625,0,FFFF
421,3144503,3,-60.5,2.208932334555323,920.625,0,FFFF
422,3147101,3,-61.0,2.2948352586769194,920.625,0,FFFF
423,3156863,0,-45.5,0.3558835427894689,920.625,0,FFFF
424,3160813,0,-45.5,0.3558835427894689,920.625,0,FFFF
425,3170497,1,-52.0,6.086835766330224,920.625,0,FFFF
426,3173073,1,-52.5,6.0991076126333095,920.625,0,FFFF
427,3183488,2,-67.0,2.086213871524472,920.625,0,FFFF
428,3187580,2,-66.5,2.0493983326152163,920.625,0,FFFF
